FID_,X,Y,ID,trueMining,NDVI,SAVI,EVI,year,sensor
,-82.562285099999997,37.782091180000002,1,0,0.800604000000000,0.000000000000000,0.000000000000000,2009,7
,-82.576642879999994,37.661726909999999,2,0,0.771068700000000,0.000000000000000,0.000000000000000,2009,7
,-82.650143380000003,37.747606750000003,3,0,0.676472900000000,0.000000000000000,0.000000000000000,2009,7
,-82.603124980000004,37.774356539999999,4,0,0.735920130000000,0.000000000000000,0.000000000000000,2009,7
,-82.593943100000004,37.738763870000000,5,0,0.521794860000000,0.000000000000000,0.000000000000000,2009,7
,-82.562290869999998,37.664805919999999,6,0,0.805564100000000,0.000000000000000,0.000000000000000,2009,7
,-82.504985140000002,37.807191869999997,7,0,0.651910500000000,0.000000000000000,0.000000000000000,2009,7
,-82.479077810000007,37.739944909999998,8,0,0.618060050000000,0.000000000000000,0.000000000000000,2009,7
,-82.504811029999999,37.787799579999998,9,0,0.713054000000000,0.000000000000000,0.000000000000000,2009,7
,-82.507601019999996,37.697124260000002,10,0,0.794515200000000,0.000000000000000,0.000000000000000,2009,7
,-82.604323789999995,37.702061329999999,11,1,0.696973740000000,0.000000000000000,0.000000000000000,2009,7
,-82.618461929999995,37.751667380000001,12,1,0.678454800000000,0.000000000000000,0.000000000000000,2009,7
,-82.584495829999994,37.675386269999997,13,0,0.707603900000000,0.000000000000000,0.000000000000000,2009,7
,-82.582702110000000,37.707548099999997,14,0,0.781714300000000,0.000000000000000,0.000000000000000,2009,7
,-82.591582500000001,37.749117329999997,15,0,0.800031660000000,0.000000000000000,0.000000000000000,2009,7
,-82.520409580000006,37.787720989999997,16,0,0.594252100000000,0.000000000000000,0.000000000000000,2009,7
,-82.502157749999995,37.697247560000001,17,0,0.796743500000000,0.000000000000000,0.000000000000000,2009,7
,-82.646650760000000,37.733707289999998,18,0,0.620403100000000,0.000000000000000,0.000000000000000,2009,7
,-82.464019879999995,37.739977039999999,19,0,0.774513000000000,0.000000000000000,0.000000000000000,2009,7
,-82.544727190000003,37.767452820000003,20,0,0.784746300000000,0.000000000000000,0.000000000000000,2009,7
,-82.540926630000001,37.816214709999997,21,0,0.798557940000000,0.000000000000000,0.000000000000000,2009,7
,-82.615302020000001,37.796458819999998,22,1,0.211340260000000,0.000000000000000,0.000000000000000,2009,7
,-82.630176919999997,37.719734860000003,23,0,0.786597850000000,0.000000000000000,0.000000000000000,2009,7
,-82.622322449999999,37.726218770000003,24,0,0.816131350000000,0.000000000000000,0.000000000000000,2009,7
,-82.591759300000007,37.755764419999998,25,0,0.738657900000000,0.000000000000000,0.000000000000000,2009,7
,-82.512312910000006,37.774728230000001,26,0,0.820936600000000,0.000000000000000,0.000000000000000,2009,7
,-82.520538310000006,37.708016829999998,27,0,0.763818000000000,0.000000000000000,0.000000000000000,2009,7
,-82.505535629999997,37.719315979999998,28,0,0.811985000000000,0.000000000000000,0.000000000000000,2009,7
,-82.529345930000005,37.811837490000002,29,0,0.700962100000000,0.000000000000000,0.000000000000000,2009,7
,-82.565615589999993,37.675111010000002,30,0,0.813657500000000,0.000000000000000,0.000000000000000,2009,7
,-82.507986779999996,37.696214390000002,31,0,0.802015540000000,0.000000000000000,0.000000000000000,2009,7
,-82.483736030000003,37.762647710000003,32,1,0.314018520000000,0.000000000000000,0.000000000000000,2009,7
,-82.558236399999998,37.814966900000002,33,0,0.720105700000000,0.000000000000000,0.000000000000000,2009,7
,-82.584727400000006,37.723211810000002,34,0,0.786424160000000,0.000000000000000,0.000000000000000,2009,7
,-82.584466969999994,37.711365010000002,35,1,0.667541440000000,0.000000000000000,0.000000000000000,2009,7
,-82.579784950000004,37.745066240000000,36,0,0.724878800000000,0.000000000000000,0.000000000000000,2009,7
,-82.471272560000003,37.715303419999998,37,1,0.645635300000000,0.000000000000000,0.000000000000000,2009,7
,-82.584876399999999,37.708611329999997,38,0,0.808460950000000,0.000000000000000,0.000000000000000,2009,7
,-82.538525419999999,37.750403259999999,39,0,0.805393640000000,0.000000000000000,0.000000000000000,2009,7
,-82.505197719999998,37.694347250000000,40,0,0.798954550000000,0.000000000000000,0.000000000000000,2009,7
,-82.482898950000006,37.793213289999997,41,0,0.760489500000000,0.000000000000000,0.000000000000000,2009,7
,-82.640315779999995,37.740741720000003,42,1,0.327140400000000,0.000000000000000,0.000000000000000,2009,7
,-82.534077470000000,37.687068859999997,43,0,0.780604300000000,0.000000000000000,0.000000000000000,2009,7
,-82.568284410000004,37.690607170000000,44,0,0.725543440000000,0.000000000000000,0.000000000000000,2009,7
,-82.564753589999995,37.798673170000001,45,0,0.809757770000000,0.000000000000000,0.000000000000000,2009,7
,-82.653940180000006,37.713611829999998,46,0,0.811699200000000,0.000000000000000,0.000000000000000,2009,7
,-82.516743959999999,37.798301440000003,47,0,0.759236160000000,0.000000000000000,0.000000000000000,2009,7
,-82.545267260000003,37.736095249999998,48,0,0.779676260000000,0.000000000000000,0.000000000000000,2009,7
,-82.495105030000005,37.707105810000002,49,0,0.587294340000000,0.000000000000000,0.000000000000000,2009,7
,-82.613231099999993,37.725748830000001,50,0,0.714039600000000,0.000000000000000,0.000000000000000,2009,7
,-82.628664549999996,37.787469580000000,51,0,0.628283440000000,0.000000000000000,0.000000000000000,2009,7
,-82.533423729999996,37.738690570000003,52,1,0.636873540000000,0.000000000000000,0.000000000000000,2009,7
,-82.623430749999997,37.757313000000003,53,0,0.826445340000000,0.000000000000000,0.000000000000000,2009,7
,-82.651342630000002,37.762816010000002,54,0,0.594064350000000,0.000000000000000,0.000000000000000,2009,7
