FID_,X,Y,ID,trueMining,NDVI,SAVI,EVI,year,sensor
,-82.562285099999997,37.782091180000002,1,0,0.771800000000000,0.516700000000000,0.794500000000000,2005,5
,-82.576642879999994,37.661726909999999,2,0,0.710200000000000,0.465100000000000,0.727000000000000,2005,5
,-82.650143380000003,37.747606750000003,3,0,0.490900000000000,0.277400000000000,0.390900000000000,2005,5
,-82.603124980000004,37.774356539999999,4,0,0.784800000000000,0.542600000000000,0.827400000000000,2005,5
,-82.593943100000004,37.738763870000000,5,0,0.548700000000000,0.316900000000000,0.503300000000000,2005,5
,-82.562290869999998,37.664805919999999,6,0,0.779400000000000,0.546600000000000,0.808400000000000,2005,5
,-82.504985140000002,37.807191869999997,7,0,0.538300000000000,0.369100000000000,0.576800000000000,2005,5
,-82.479077810000007,37.739944909999998,8,1,0.311100000000000,0.175800000000000,0.298400000000000,2005,5
,-82.504811029999999,37.787799579999998,9,0,0.680400000000000,0.469000000000000,0.669800000000000,2005,5
,-82.507601019999996,37.697124260000002,10,0,0.781800000000000,0.504100000000000,0.767700000000000,2005,5
,-82.604323789999995,37.702061329999999,11,1,0.455700000000000,0.335800000000000,0.575900000000000,2005,5
,-82.618461929999995,37.751667380000001,12,0,0.620700000000000,0.389400000000000,0.621300000000000,2005,5
,-82.584495829999994,37.675386269999997,13,0,0.759900000000000,0.536300000000000,0.849100000000000,2005,5
,-82.582702110000000,37.707548099999997,14,0,0.808200000000000,0.559600000000000,0.883600000000000,2005,5
,-82.591582500000001,37.749117329999997,15,0,0.780100000000000,0.500600000000000,0.779100000000000,2005,5
,-82.520409580000006,37.787720989999997,16,0,0.524500000000000,0.353800000000000,0.535000000000000,2005,5
,-82.502157749999995,37.697247560000001,17,0,0.790300000000000,0.521000000000000,0.812100000000000,2005,5
,-82.646650760000000,37.733707289999998,18,0,0.631000000000000,0.378400000000000,0.542700000000000,2005,5
,-82.464019879999995,37.739977039999999,19,0,0.673900000000000,0.440800000000000,0.647400000000000,2005,5
,-82.544727190000003,37.767452820000003,20,0,0.806900000000000,0.590400000000000,0.913000000000000,2005,5
,-82.540926630000001,37.816214709999997,21,0,0.791900000000000,0.524400000000000,0.835600000000000,2005,5
,-82.615302020000001,37.796458819999998,22,0,0.766600000000000,0.491500000000000,0.763500000000000,2005,5
,-82.630176919999997,37.719734860000003,23,0,0.755700000000000,0.501200000000000,0.760700000000000,2005,5
,-82.622322449999999,37.726218770000003,24,0,0.761400000000000,0.525500000000000,0.798500000000000,2005,5
,-82.591759300000007,37.755764419999998,25,0,0.739000000000000,0.522400000000000,0.791100000000000,2005,5
,-82.512312910000006,37.774728230000001,26,0,0.809300000000000,0.596000000000000,0.913200000000000,2005,5
,-82.520538310000006,37.708016829999998,27,0,0.706300000000000,0.488500000000000,0.799200000000000,2005,5
,-82.505535629999997,37.719315979999998,28,0,0.763000000000000,0.514600000000000,0.807200000000000,2005,5
,-82.529345930000005,37.811837490000002,29,0,0.624200000000000,0.358900000000000,0.513900000000000,2005,5
,-82.565615589999993,37.675111010000002,30,0,0.806900000000000,0.620900000000000,0.960500000000000,2005,5
,-82.507986779999996,37.696214390000002,31,0,0.787000000000000,0.514300000000000,0.775800000000000,2005,5
,-82.483736030000003,37.762647710000003,32,1,0.309800000000000,0.198300000000000,0.373300000000000,2005,5
,-82.558236399999998,37.814966900000002,33,0,0.597900000000000,0.375000000000000,0.621500000000000,2005,5
,-82.584727400000006,37.723211810000002,34,0,0.758800000000000,0.477300000000000,0.708800000000000,2005,5
